angle_deg,cp_min,abs_cp_min,n_points
-8.75,-2.28432,2.28432,320
-8.5,-2.24285,2.24285,320
-8.25,-2.20033,2.20033,320
-8.0,-2.15964,2.15964,320
-7.75,-2.11717,2.11717,320
-7.5,-2.07574,2.07574,320
-7.25,-2.03472,2.03472,320
-7.0,-1.98408,1.98408,320
-6.75,-1.92883,1.92883,320
-6.5,-1.87595,1.87595,320
-6.25,-1.82726,1.82726,320
-6.0,-1.78338,1.78338,320
-5.75,-1.74311,1.74311,320
-5.5,-1.68805,1.68805,320
-5.25,-1.63907,1.63907,320
-5.0,-1.59595,1.59595,320
-4.75,-1.55309,1.55309,320
-4.5,-1.50323,1.50323,320
-4.25,-1.46086,1.46086,320
-4.0,-1.42071,1.42071,320
-3.75,-1.3743,1.3743,320
-3.5,-1.3349,1.3349,320
-3.25,-1.29433,1.29433,320
-3.0,-1.25448,1.25448,320
-2.75,-1.2183,1.2183,320
-2.5,-1.15689,1.15689,320
-2.25,-1.08886,1.08886,320
-2.0,-1.02615,1.02615,320
-1.75,-0.9673,0.9673,320
-1.5,-0.90694,0.90694,320
-1.25,-0.85357,0.85357,320
-1.0,-0.79752,0.79752,320
-0.75,-0.74607,0.74607,320
-0.5,-0.6953,0.6953,320
-0.25,-0.64575,0.64575,320
0.0,-0.59716,0.59716,320
0.1,-0.61708,0.61708,320
0.2,-0.63509,0.63509,320
0.3,-0.65649,0.65649,320
0.4,-0.67563,0.67563,320
0.5,-0.69555,0.69555,320
0.6,-0.7148,0.7148,320
0.7,-0.73471,0.73471,320
0.8,-0.75999,0.75999,320
0.9,-0.7775,0.7775,320
1.0,-0.79739,0.79739,320
1.1,-0.82057,0.82057,320
1.2,-0.83989,0.83989,320
1.3,-0.86304,0.86304,320
1.4,-0.88625,0.88625,320
1.5,-0.90706,0.90706,320
1.6,-0.93191,0.93191,320
1.7,-0.9538,0.9538,320
1.8,-0.97654,0.97654,320
1.9,-1.00301,1.00301,320
2.0,-1.02664,1.02664,320
2.1,-1.05013,1.05013,320
2.2,-1.07758,1.07758,320
2.3,-1.10278,1.10278,320
2.4,-1.12843,1.12843,320
2.5,-1.15633,1.15633,320
2.6,-1.18573,1.18573,320
2.7,-1.20981,1.20981,320
2.8,-1.22575,1.22575,320
2.9,-1.24048,1.24048,320
3.0,-1.25456,1.25456,320
3.1,-1.2725,1.2725,320
3.2,-1.28556,1.28556,320
3.3,-1.3055,1.3055,320
3.4,-1.31706,1.31706,320
3.5,-1.33438,1.33438,320
3.6,-1.35034,1.35034,320
3.7,-1.36669,1.36669,320
3.8,-1.38517,1.38517,320
3.9,-1.39978,1.39978,320
4.0,-1.4205,1.4205,320
4.1,-1.43351,1.43351,320
4.2,-1.45604,1.45604,320
4.3,-1.46817,1.46817,320
4.4,-1.49117,1.49117,320
4.5,-1.50377,1.50377,320
4.6,-1.52448,1.52448,320
4.7,-1.53972,1.53972,320
4.8,-1.55942,1.55942,320
4.9,-1.57623,1.57623,320
5.0,-1.59519,1.59519,320
5.1,-1.61342,1.61342,320
5.2,-1.63159,1.63159,320
5.3,-1.65041,1.65041,320
5.4,-1.66807,1.66807,320
5.5,-1.68832,1.68832,320
5.6,-1.70676,1.70676,320
5.7,-1.72666,1.72666,320
5.8,-1.74486,1.74486,320
5.9,-1.76392,1.76392,320
6.0,-1.78363,1.78363,320
6.1,-1.80156,1.80156,320
6.2,-1.8229,1.8229,320
6.3,-1.83923,1.83923,320
6.4,-1.8633,1.8633,320
6.5,-1.87582,1.87582,320
6.6,-1.90496,1.90496,320
6.7,-1.91389,1.91389,320
6.8,-1.94902,1.94902,320
6.9,-1.9518,1.9518,320
7.0,-1.98367,1.98367,320
7.1,-1.99066,1.99066,320
7.2,-2.0176,2.0176,320
7.3,-2.03154,2.03154,320
7.4,-2.05105,2.05105,320
7.5,-2.07606,2.07606,320
7.6,-2.08437,2.08437,320
7.7,-2.12538,2.12538,320
7.8,-2.12009,2.12009,320
7.9,-2.15088,2.15088,320
8.0,-2.16027,2.16027,320
8.1,-2.17479,2.17479,320
8.2,-2.20923,2.20923,320
8.3,-2.20368,2.20368,320
8.4,-2.2393,2.2393,320
8.5,-2.2429,2.2429,320
8.6,-2.25181,2.25181,320
8.7,-2.29729,2.29729,320
8.8,-2.27827,2.27827,320
8.9,-2.30208,2.30208,320
