angle_deg,cp_min,abs_cp_min,n_points
-15.0,-1.2582,1.2582,320
-14.75,-0.92715,0.92715,320
-14.5,-1.23695,1.23695,320
-14.25,-1.22791,1.22791,320
-14.0,-1.21722,1.21722,320
-13.75,-0.91856,0.91856,320
-13.5,-1.19669,1.19669,320
-13.25,-0.91549,0.91549,320
-13.0,-0.91197,0.91197,320
-12.75,-0.90383,0.90383,320
-12.5,-0.9016,0.9016,320
-12.25,-1.12813,1.12813,320
-12.0,-1.11162,1.11162,320
-11.75,-1.09601,1.09601,320
-11.5,-1.07788,1.07788,320
-11.25,-1.06559,1.06559,320
-11.0,-0.86825,0.86825,320
-10.75,-1.33415,1.33415,320
-10.5,-1.39401,1.39401,320
-10.25,-1.42464,1.42464,320
-10.0,-1.45207,1.45207,320
-9.75,-1.47144,1.47144,320
-9.5,-1.49258,1.49258,320
-9.25,-1.52034,1.52034,320
-9.0,-1.52697,1.52697,320
-8.75,-1.56223,1.56223,320
-8.5,-1.57079,1.57079,320
-8.25,-1.58765,1.58765,320
-8.0,-1.60782,1.60782,320
-7.75,-1.63188,1.63188,320
-7.5,-1.66021,1.66021,320
-7.25,-1.68167,1.68167,320
-7.0,-1.70011,1.70011,320
-6.75,-1.71598,1.71598,320
-6.25,-1.73963,1.73963,320
-6.0,-1.75512,1.75512,320
-5.75,-1.7714,1.7714,320
-5.5,-1.79143,1.79143,320
-5.25,-1.78415,1.78415,320
-5.0,-1.79254,1.79254,320
-4.75,-1.784,1.784,320
-4.5,-1.77913,1.77913,320
-4.25,-1.76681,1.76681,320
-4.0,-1.74432,1.74432,320
-3.75,-1.71597,1.71597,320
-3.5,-1.68794,1.68794,320
-3.25,-1.64825,1.64825,320
-3.0,-1.60712,1.60712,320
-2.75,-1.56021,1.56021,320
-2.5,-1.51146,1.51146,320
-2.25,-1.46016,1.46016,320
-2.0,-1.40999,1.40999,320
-1.75,-1.35949,1.35949,320
-1.5,-1.31357,1.31357,320
-1.25,-1.27168,1.27168,320
-1.0,-1.20422,1.20422,320
-0.75,-1.13947,1.13947,320
-0.5,-1.07281,1.07281,320
-0.25,-1.00774,1.00774,320
0.0,-0.94337,0.94337,320
0.1,-0.91854,0.91854,320
0.2,-0.89297,0.89297,320
0.3,-0.86885,0.86885,320
0.4,-0.84482,0.84482,320
0.5,-0.82098,0.82098,320
0.6,-0.79727,0.79727,320
0.7,-0.77378,0.77378,320
0.8,-0.75071,0.75071,320
0.9,-0.7286,0.7286,320
1.0,-0.70646,0.70646,320
1.1,-0.68536,0.68536,320
1.2,-0.66386,0.66386,320
1.3,-0.64268,0.64268,320
1.4,-0.62209,0.62209,320
1.5,-0.60198,0.60198,320
1.6,-0.58234,0.58234,320
1.7,-0.56224,0.56224,320
1.8,-0.5438,0.5438,320
1.9,-0.52489,0.52489,320
2.0,-0.51489,0.51489,320
2.1,-0.51842,0.51842,320
2.2,-0.52207,0.52207,320
2.3,-0.52568,0.52568,320
2.4,-0.52934,0.52934,320
2.5,-0.53277,0.53277,320
2.6,-0.5363,0.5363,320
2.7,-0.53989,0.53989,320
2.8,-0.54334,0.54334,320
2.9,-0.54711,0.54711,320
3.0,-0.55067,0.55067,320
3.1,-0.55441,0.55441,320
3.2,-0.55801,0.55801,320
3.3,-0.56187,0.56187,320
3.4,-0.56542,0.56542,320
3.5,-0.56923,0.56923,320
3.6,-0.57322,0.57322,320
3.7,-0.57679,0.57679,320
3.8,-0.58059,0.58059,320
3.9,-0.58462,0.58462,320
4.0,-0.59229,0.59229,320
4.1,-0.60115,0.60115,320
4.2,-0.60995,0.60995,320
4.3,-0.61862,0.61862,320
4.4,-0.62687,0.62687,320
4.5,-0.63464,0.63464,320
4.6,-0.64238,0.64238,320
4.7,-0.65059,0.65059,320
4.8,-0.65889,0.65889,320
4.9,-0.66653,0.66653,320
5.0,-0.67401,0.67401,320
5.1,-0.68153,0.68153,320
5.2,-0.68988,0.68988,320
5.3,-0.69872,0.69872,320
5.4,-0.70558,0.70558,320
5.5,-0.71391,0.71391,320
5.6,-0.72276,0.72276,320
5.7,-0.72973,0.72973,320
5.8,-0.7399,0.7399,320
5.9,-0.74688,0.74688,320
6.0,-0.75581,0.75581,320
6.1,-0.76516,0.76516,320
6.2,-0.77259,0.77259,320
6.3,-0.78367,0.78367,320
6.4,-0.79013,0.79013,320
6.5,-0.80122,0.80122,320
6.6,-0.80904,0.80904,320
6.7,-0.81906,0.81906,320
6.8,-0.82932,0.82932,320
6.9,-0.83856,0.83856,320
7.0,-0.85197,0.85197,320
7.1,-0.85905,0.85905,320
7.2,-0.87262,0.87262,320
7.3,-0.88142,0.88142,320
7.4,-0.89381,0.89381,320
7.5,-0.90581,0.90581,320
7.6,-0.91655,0.91655,320
7.7,-0.93287,0.93287,320
7.8,-0.94173,0.94173,320
7.9,-0.95792,0.95792,320
8.0,-0.96853,0.96853,320
8.1,-0.98284,0.98284,320
8.2,-0.99898,0.99898,320
8.3,-1.01038,1.01038,320
8.4,-1.02811,1.02811,320
8.5,-1.04024,1.04024,320
8.6,-1.05481,1.05481,320
8.7,-1.07377,1.07377,320
8.8,-1.08501,1.08501,320
8.9,-1.10365,1.10365,320
9.0,-1.11741,1.11741,320
9.1,-1.13159,1.13159,320
9.2,-1.1528,1.1528,320
9.3,-1.1646,1.1646,320
9.4,-1.18059,1.18059,320
9.5,-1.20256,1.20256,320
9.6,-1.21328,1.21328,320
9.7,-1.22925,1.22925,320
9.8,-1.25183,1.25183,320
9.9,-1.26337,1.26337,320
10.0,-1.27883,1.27883,320
10.1,-1.30012,1.30012,320
10.2,-1.31501,1.31501,320
10.3,-1.32892,1.32892,320
10.4,-1.34792,1.34792,320
10.5,-1.37013,1.37013,320
10.6,-1.37802,1.37802,320
10.7,-1.39347,1.39347,320
10.8,-1.41515,1.41515,320
10.9,-1.43623,1.43623,320
11.0,-1.44416,1.44416,320
11.1,-1.45986,1.45986,320
11.2,-1.47801,1.47801,320
11.3,-1.49871,1.49871,320
11.4,-1.50827,1.50827,320
11.5,-1.5208,1.5208,320
11.6,-1.53754,1.53754,320
11.7,-1.55729,1.55729,320
11.8,-1.57647,1.57647,320
11.9,-1.58239,1.58239,320
12.0,-1.59543,1.59543,320
12.1,-1.61236,1.61236,320
12.2,-1.62924,1.62924,320
12.3,-1.64953,1.64953,320
12.4,-1.65418,1.65418,320
12.5,-1.66432,1.66432,320
12.6,-1.67899,1.67899,320
12.7,-1.6951,1.6951,320
12.8,-1.71365,1.71365,320
12.9,-1.7138,1.7138,320
13.0,-1.72563,1.72563,320
13.1,-1.7418,1.7418,320
13.2,-1.75769,1.75769,320
13.3,-1.75905,1.75905,320
13.4,-1.76878,1.76878,320
13.5,-1.78295,1.78295,320
13.6,-1.79714,1.79714,320
13.7,-1.79819,1.79819,320
13.8,-1.81077,1.81077,320
13.9,-1.8258,1.8258,320
14.0,-1.82292,1.82292,320
14.1,-1.83387,1.83387,320
14.2,-1.84595,1.84595,320
14.3,-1.84536,1.84536,320
14.4,-1.86109,1.86109,320
14.5,-1.8603,1.8603,320
14.6,-1.86966,1.86966,320
14.7,-1.8757,1.8757,320
14.8,-1.87902,1.87902,320
14.9,-1.89676,1.89676,320
15.0,-1.88731,1.88731,320
15.1,-1.90692,1.90692,320
15.2,-1.8986,1.8986,320
15.3,-1.91318,1.91318,320
15.4,-1.90757,1.90757,320
15.5,-1.91215,1.91215,320
15.6,-1.91842,1.91842,320
15.7,-1.91669,1.91669,320
15.8,-1.93004,1.93004,320
15.9,-1.9242,1.9242,320
16.0,-1.9276,1.9276,320
16.1,-1.9373,1.9373,320
16.2,-1.93155,1.93155,320
16.3,-1.9333,1.9333,320
16.4,-1.94377,1.94377,320
16.5,-1.93806,1.93806,320
16.6,-1.93889,1.93889,320
16.7,-1.94561,1.94561,320
16.8,-1.94885,1.94885,320
16.9,-1.94472,1.94472,320
17.0,-1.94313,1.94313,320
17.1,-1.9452,1.9452,320
17.2,-1.95759,1.95759,320
17.3,-1.95276,1.95276,320
17.4,-1.9501,1.9501,320
17.5,-1.94797,1.94797,320
17.6,-1.94855,1.94855,320
17.7,-1.94781,1.94781,320
17.8,-1.94602,1.94602,320
17.9,-1.94629,1.94629,320
18.0,-1.94422,1.94422,320
18.4,-1.93634,1.93634,320
18.5,-1.93661,1.93661,320
18.6,-1.92314,1.92314,320
18.7,-1.92076,1.92076,320
