angle_deg,cp_min,abs_cp_min,n_points
-10.5,-2.8623,2.8623,320
-10.25,-2.82927,2.82927,320
-10.0,-2.80287,2.80287,320
-9.75,-2.73878,2.73878,320
-9.5,-2.68129,2.68129,320
-9.25,-2.62627,2.62627,320
-9.0,-2.57225,2.57225,320
-8.75,-2.51869,2.51869,320
-8.5,-2.4653,2.4653,320
-8.25,-2.40898,2.40898,320
-8.0,-2.3516,2.3516,320
-7.75,-2.29324,2.29324,320
-7.5,-2.23713,2.23713,320
-7.25,-2.18025,2.18025,320
-7.0,-2.12402,2.12402,320
-6.75,-2.07,2.07,320
-6.5,-2.01638,2.01638,320
-6.25,-1.96066,1.96066,320
-6.0,-1.90368,1.90368,320
-5.75,-1.84907,1.84907,320
-5.5,-1.79651,1.79651,320
-5.25,-1.74641,1.74641,320
-5.0,-1.69231,1.69231,320
-4.75,-1.64054,1.64054,320
-4.5,-1.59085,1.59085,320
-4.25,-1.54177,1.54177,320
-4.0,-1.49284,1.49284,320
-3.75,-1.42967,1.42967,320
-3.5,-1.35269,1.35269,320
-3.25,-1.28018,1.28018,320
-3.0,-1.21321,1.21321,320
-2.75,-1.1478,1.1478,320
-2.5,-1.08661,1.08661,320
-2.25,-1.02851,1.02851,320
-2.0,-0.97217,0.97217,320
-1.75,-0.91937,0.91937,320
-1.5,-0.86719,0.86719,320
-1.25,-0.82128,0.82128,320
-1.0,-0.77055,0.77055,320
-0.75,-0.72648,0.72648,320
-0.5,-0.68593,0.68593,320
-0.25,-0.64231,0.64231,320
0.0,-0.6054,0.6054,320
0.1,-0.62088,0.62088,320
0.2,-0.63545,0.63545,320
0.3,-0.65348,0.65348,320
0.4,-0.6658,0.6658,320
0.5,-0.68637,0.68637,320
0.6,-0.69865,0.69865,320
0.7,-0.72088,0.72088,320
0.8,-0.73386,0.73386,320
0.9,-0.75601,0.75601,320
1.0,-0.77061,0.77061,320
1.1,-0.79012,0.79012,320
1.2,-0.8091,0.8091,320
1.3,-0.82554,0.82554,320
1.4,-0.84994,0.84994,320
1.5,-0.86754,0.86754,320
1.6,-0.88876,0.88876,320
1.7,-0.90983,0.90983,320
1.8,-0.92988,0.92988,320
1.9,-0.95105,0.95105,320
2.0,-0.97166,0.97166,320
2.1,-0.99565,0.99565,320
2.2,-1.01771,1.01771,320
2.3,-1.03982,1.03982,320
2.4,-1.0644,1.0644,320
2.5,-1.08627,1.08627,320
2.6,-1.11055,1.11055,320
2.7,-1.13631,1.13631,320
2.8,-1.15968,1.15968,320
2.9,-1.18649,1.18649,320
3.0,-1.21401,1.21401,320
3.1,-1.23914,1.23914,320
3.2,-1.26706,1.26706,320
3.3,-1.29536,1.29536,320
3.4,-1.32309,1.32309,320
3.5,-1.35248,1.35248,320
3.6,-1.38377,1.38377,320
3.7,-1.41336,1.41336,320
3.8,-1.44422,1.44422,320
3.9,-1.47515,1.47515,320
4.0,-1.49212,1.49212,320
4.1,-1.51336,1.51336,320
4.2,-1.53093,1.53093,320
4.3,-1.55155,1.55155,320
4.4,-1.57027,1.57027,320
4.5,-1.59042,1.59042,320
4.6,-1.6102,1.6102,320
4.7,-1.63052,1.63052,320
4.8,-1.65103,1.65103,320
4.9,-1.67096,1.67096,320
5.0,-1.6915,1.6915,320
5.1,-1.71136,1.71136,320
5.2,-1.73393,1.73393,320
5.3,-1.75397,1.75397,320
5.4,-1.77593,1.77593,320
5.5,-1.79674,1.79674,320
5.6,-1.8189,1.8189,320
5.7,-1.8392,1.8392,320
5.8,-1.86104,1.86104,320
5.9,-1.88239,1.88239,320
6.0,-1.90376,1.90376,320
6.1,-1.92579,1.92579,320
6.2,-1.94692,1.94692,320
6.3,-1.97048,1.97048,320
6.4,-1.99073,1.99073,320
6.5,-2.01525,2.01525,320
6.6,-2.03482,2.03482,320
6.7,-2.06213,2.06213,320
6.8,-2.07896,2.07896,320
6.9,-2.10691,2.10691,320
7.0,-2.12481,2.12481,320
7.1,-2.15034,2.15034,320
7.2,-2.17135,2.17135,320
7.3,-2.19357,2.19357,320
7.4,-2.21803,2.21803,320
7.5,-2.23741,2.23741,320
7.6,-2.26703,2.26703,320
7.7,-2.28207,2.28207,320
7.8,-2.30958,2.30958,320
7.9,-2.32866,2.32866,320
8.0,-2.3513,2.3513,320
8.1,-2.37828,2.37828,320
8.2,-2.39465,2.39465,320
8.3,-2.42465,2.42465,320
8.4,-2.44132,2.44132,320
8.5,-2.46424,2.46424,320
8.6,-2.49401,2.49401,320
8.7,-2.50826,2.50826,320
8.8,-2.5373,2.5373,320
8.9,-2.55636,2.55636,320
9.0,-2.57451,2.57451,320
9.1,-2.60789,2.60789,320
9.2,-2.61973,2.61973,320
9.3,-2.64021,2.64021,320
9.4,-2.67577,2.67577,320
9.5,-2.68068,2.68068,320
9.6,-2.70266,2.70266,320
9.7,-2.73755,2.73755,320
9.8,-2.74195,2.74195,320
9.9,-2.76242,2.76242,320
10.0,-2.8021,2.8021,320
10.1,-2.79985,2.79985,320
10.2,-2.81384,2.81384,320
10.3,-2.85171,2.85171,320
10.4,-2.85862,2.85862,320
10.5,-2.8626,2.8626,320
10.6,-2.88712,2.88712,320
10.7,-2.92154,2.92154,320
