angle_deg,cp_min,abs_cp_min,n_points
7.5,-2.35109,2.35109,320
7.6,-2.39131,2.39131,320
7.7,-2.43312,2.43312,320
7.8,-2.47536,2.47536,320
7.9,-2.51815,2.51815,320
8.0,-2.56169,2.56169,320
8.1,-2.607,2.607,320
8.2,-2.65227,2.65227,320
8.3,-2.69505,2.69505,320
8.4,-2.73986,2.73986,320
8.5,-2.78345,2.78345,320
8.6,-2.83016,2.83016,320
8.7,-2.87604,2.87604,320
8.8,-2.92147,2.92147,320
8.9,-2.96579,2.96579,320
9.0,-3.01229,3.01229,320
9.1,-3.06046,3.06046,320
9.2,-3.08979,3.08979,320
9.3,-3.11535,3.11535,320
9.4,-3.14426,3.14426,320
9.5,-3.16806,3.16806,320
9.6,-3.19345,3.19345,320
9.7,-3.21676,3.21676,320
9.8,-3.24036,3.24036,320
9.9,-3.26335,3.26335,320
10.0,-3.2874,3.2874,320
10.1,-3.31342,3.31342,320
10.2,-3.33895,3.33895,320
10.3,-3.36826,3.36826,320
10.4,-3.39556,3.39556,320
10.5,-3.42441,3.42441,320
10.6,-3.45564,3.45564,320
10.7,-3.48656,3.48656,320
10.8,-3.51839,3.51839,320
10.9,-3.55023,3.55023,320
11.0,-3.5837,3.5837,320
11.1,-3.61914,3.61914,320
11.2,-3.65045,3.65045,320
11.3,-3.68471,3.68471,320
11.4,-3.72137,3.72137,320
11.5,-3.7558,3.7558,320
11.6,-3.78938,3.78938,320
11.7,-3.82574,3.82574,320
11.8,-3.85904,3.85904,320
11.9,-3.89385,3.89385,320
12.0,-3.92732,3.92732,320
12.1,-3.965,3.965,320
12.2,-3.99899,3.99899,320
12.3,-4.03522,4.03522,320
12.4,-4.06456,4.06456,320
12.5,-4.09876,4.09876,320
12.6,-4.13381,4.13381,320
12.7,-4.16855,4.16855,320
12.8,-4.19906,4.19906,320
12.9,-4.23228,4.23228,320
13.0,-4.26637,4.26637,320
13.1,-4.30117,4.30117,320
13.2,-4.33343,4.33343,320
13.3,-4.36375,4.36375,320
13.4,-4.39551,4.39551,320
13.5,-4.43004,4.43004,320
13.6,-4.46025,4.46025,320
13.7,-4.49263,4.49263,320
13.8,-4.52532,4.52532,320
13.9,-4.55485,4.55485,320
14.0,-4.58467,4.58467,320
14.1,-4.61634,4.61634,320
14.2,-4.64658,4.64658,320
14.3,-4.6754,4.6754,320
14.4,-4.70216,4.70216,320
14.5,-4.73062,4.73062,320
14.6,-4.76313,4.76313,320
14.7,-4.78785,4.78785,320
14.8,-4.81837,4.81837,320
14.9,-4.84619,4.84619,320
15.0,-4.87059,4.87059,320
15.1,-4.89261,4.89261,320
15.2,-4.92381,4.92381,320
15.3,-4.95172,4.95172,320
15.4,-4.97519,4.97519,320
15.5,-4.9979,4.9979,320
15.6,-5.01988,5.01988,320
15.7,-5.04383,5.04383,320
