angle_deg,cp_min,abs_cp_min,n_points
-14.0,-2.05898,2.05898,320
-13.75,-2.0974,2.0974,320
-13.5,-2.08766,2.08766,320
-13.25,-2.21041,2.21041,320
-13.0,-2.26504,2.26504,320
-12.75,-2.27746,2.27746,320
-12.5,-2.25511,2.25511,320
-12.25,-7.59032,7.59032,320
-12.0,-7.54546,7.54546,320
-11.75,-8.03757,8.03757,320
-11.5,-6.23659,6.23659,320
-11.0,-6.19618,6.19618,320
-10.75,-6.87235,6.87235,320
-10.5,-6.88691,6.88691,320
-10.25,-6.64988,6.64988,320
-10.0,-6.44204,6.44204,320
-9.75,-6.2846,6.2846,320
-9.5,-6.04534,6.04534,320
-9.25,-5.80863,5.80863,320
-9.0,-5.61457,5.61457,320
-8.75,-5.367,5.367,320
-8.5,-5.15315,5.15315,320
-8.25,-4.94383,4.94383,320
-8.0,-4.71029,4.71029,320
-7.75,-4.50523,4.50523,320
-7.5,-4.29144,4.29144,320
-7.25,-4.10126,4.10126,320
-7.0,-3.89288,3.89288,320
-6.75,-3.70258,3.70258,320
-6.5,-3.50972,3.50972,320
-6.25,-3.32417,3.32417,320
-6.0,-3.14746,3.14746,320
-5.75,-2.96909,2.96909,320
-5.5,-2.79939,2.79939,320
-5.25,-2.63753,2.63753,320
-5.0,-2.47611,2.47611,320
-4.75,-2.32155,2.32155,320
-4.5,-2.17135,2.17135,320
-4.25,-2.02627,2.02627,320
-4.0,-1.8871,1.8871,320
-3.75,-1.75333,1.75333,320
-3.5,-1.62208,1.62208,320
-3.25,-1.4967,1.4967,320
-3.0,-1.37793,1.37793,320
-2.75,-1.26454,1.26454,320
-2.5,-1.15669,1.15669,320
-2.25,-1.05305,1.05305,320
-2.0,-0.95365,0.95365,320
-1.75,-0.86086,0.86086,320
-1.5,-0.77509,0.77509,320
-1.25,-0.69008,0.69008,320
-1.0,-0.68364,0.68364,320
-0.75,-0.70333,0.70333,320
-0.5,-0.72368,0.72368,320
-0.25,-0.74391,0.74391,320
0.0,-0.76338,0.76338,320
0.1,-0.77119,0.77119,320
0.2,-0.77909,0.77909,320
0.3,-0.78675,0.78675,320
0.4,-0.79398,0.79398,320
0.5,-0.80172,0.80172,320
0.6,-0.81151,0.81151,320
0.7,-0.82609,0.82609,320
0.8,-0.83947,0.83947,320
0.9,-0.8508,0.8508,320
1.0,-0.85964,0.85964,320
1.1,-0.86871,0.86871,320
1.2,-0.87777,0.87777,320
1.3,-0.88672,0.88672,320
