angle_deg,cp_min,abs_cp_min,n_points
-13.75,-3.96008,3.96008,320
-13.5,-3.89002,3.89002,320
-13.25,-3.85438,3.85438,320
-13.0,-3.78413,3.78413,320
-12.75,-3.73249,3.73249,320
-12.5,-3.66746,3.66746,320
-12.25,-3.60648,3.60648,320
-12.0,-3.54506,3.54506,320
-11.75,-3.4782,3.4782,320
-11.5,-3.41582,3.41582,320
-11.25,-3.34819,3.34819,320
-11.0,-3.28043,3.28043,320
-10.75,-3.21608,3.21608,320
-10.5,-3.15214,3.15214,320
-10.25,-3.08773,3.08773,320
-10.0,-3.02757,3.02757,320
-9.75,-2.96884,2.96884,320
-9.5,-2.90875,2.90875,320
-9.25,-2.84638,2.84638,320
-9.0,-2.78369,2.78369,320
-8.75,-2.72026,2.72026,320
-8.5,-2.65697,2.65697,320
-8.25,-2.59495,2.59495,320
-8.0,-2.53316,2.53316,320
-7.75,-2.47072,2.47072,320
-7.5,-2.40689,2.40689,320
-7.25,-2.34338,2.34338,320
-7.0,-2.28216,2.28216,320
-6.75,-2.2198,2.2198,320
-6.5,-2.15873,2.15873,320
-6.25,-2.09631,2.09631,320
-6.0,-2.01704,2.01704,320
-5.75,-1.92207,1.92207,320
-5.5,-1.83187,1.83187,320
-5.25,-1.74385,1.74385,320
-5.0,-1.66029,1.66029,320
-4.75,-1.57971,1.57971,320
-4.5,-1.50209,1.50209,320
-4.25,-1.42806,1.42806,320
-4.0,-1.35892,1.35892,320
-3.75,-1.28918,1.28918,320
-3.5,-1.22514,1.22514,320
-3.25,-1.16545,1.16545,320
-3.0,-1.10844,1.10844,320
-2.75,-1.05537,1.05537,320
-2.5,-1.00393,1.00393,320
-2.25,-0.95615,0.95615,320
-2.0,-0.91096,0.91096,320
-1.75,-0.86795,0.86795,320
-1.5,-0.82588,0.82588,320
-1.25,-0.78705,0.78705,320
-1.0,-0.75086,0.75086,320
-0.75,-0.71481,0.71481,320
-0.5,-0.68124,0.68124,320
-0.25,-0.64811,0.64811,320
0.0,-0.61748,0.61748,320
0.1,-0.62962,0.62962,320
0.2,-0.64247,0.64247,320
0.3,-0.65571,0.65571,320
0.4,-0.66858,0.66858,320
0.5,-0.6819,0.6819,320
0.6,-0.69477,0.69477,320
0.7,-0.70816,0.70816,320
0.8,-0.72227,0.72227,320
0.9,-0.73599,0.73599,320
1.0,-0.75075,0.75075,320
1.1,-0.76476,0.76476,320
1.2,-0.78067,0.78067,320
1.3,-0.79475,0.79475,320
1.4,-0.81141,0.81141,320
1.5,-0.82551,0.82551,320
1.6,-0.84321,0.84321,320
1.7,-0.85877,0.85877,320
1.8,-0.87696,0.87696,320
1.9,-0.89264,0.89264,320
2.0,-0.91139,0.91139,320
2.1,-0.92796,0.92796,320
2.2,-0.94735,0.94735,320
2.3,-0.96529,0.96529,320
2.4,-0.98517,0.98517,320
2.5,-1.00406,1.00406,320
2.6,-1.02477,1.02477,320
2.7,-1.04403,1.04403,320
2.8,-1.06586,1.06586,320
2.9,-1.08625,1.08625,320
3.0,-1.10853,1.10853,320
3.1,-1.13074,1.13074,320
3.2,-1.15245,1.15245,320
3.3,-1.17802,1.17802,320
3.4,-1.20086,1.20086,320
3.5,-1.22556,1.22556,320
3.6,-1.25046,1.25046,320
3.7,-1.27602,1.27602,320
3.8,-1.30281,1.30281,320
3.9,-1.32981,1.32981,320
4.0,-1.35726,1.35726,320
4.1,-1.38536,1.38536,320
4.2,-1.41476,1.41476,320
4.3,-1.44344,1.44344,320
4.4,-1.47231,1.47231,320
4.5,-1.50219,1.50219,320
4.6,-1.53202,1.53202,320
4.7,-1.56328,1.56328,320
4.8,-1.59443,1.59443,320
4.9,-1.6266,1.6266,320
5.0,-1.65943,1.65943,320
5.1,-1.69241,1.69241,320
5.2,-1.72678,1.72678,320
5.3,-1.76141,1.76141,320
5.4,-1.79607,1.79607,320
5.5,-1.83218,1.83218,320
5.6,-1.86817,1.86817,320
5.7,-1.90467,1.90467,320
5.8,-1.94143,1.94143,320
5.9,-1.97892,1.97892,320
6.0,-2.01787,2.01787,320
6.1,-2.05618,2.05618,320
6.2,-2.08397,2.08397,320
6.3,-2.10834,2.10834,320
6.4,-2.13319,2.13319,320
6.5,-2.1589,2.1589,320
6.6,-2.18321,2.18321,320
6.7,-2.20789,2.20789,320
