angle_deg,cp_min,abs_cp_min,n_points
6.2,-1.87572,1.87572,320
6.3,-1.90722,1.90722,320
6.4,-1.93786,1.93786,320
6.5,-1.96883,1.96883,320
6.6,-2.0013,2.0013,320
6.7,-2.03304,2.03304,320
6.8,-2.06725,2.06725,320
6.9,-2.10133,2.10133,320
7.0,-2.136,2.136,320
7.1,-2.16958,2.16958,320
7.2,-2.20633,2.20633,320
7.3,-2.23924,2.23924,320
7.4,-2.27557,2.27557,320
7.5,-2.31177,2.31177,320
7.6,-2.34773,2.34773,320
7.7,-2.38501,2.38501,320
7.8,-2.42162,2.42162,320
7.9,-2.46096,2.46096,320
8.0,-2.50121,2.50121,320
8.1,-2.54336,2.54336,320
8.2,-2.58518,2.58518,320
8.3,-2.62498,2.62498,320
8.4,-2.66761,2.66761,320
8.5,-2.70852,2.70852,320
8.6,-2.7535,2.7535,320
8.7,-2.79661,2.79661,320
8.8,-2.84073,2.84073,320
8.9,-2.88276,2.88276,320
9.0,-2.92885,2.92885,320
9.1,-2.97134,2.97134,320
9.2,-3.01898,3.01898,320
9.3,-3.06629,3.06629,320
9.4,-3.11589,3.11589,320
9.5,-3.16105,3.16105,320
9.6,-3.20948,3.20948,320
9.7,-3.25931,3.25931,320
9.8,-3.3097,3.3097,320
9.9,-3.35765,3.35765,320
10.0,-3.40929,3.40929,320
10.1,-3.46077,3.46077,320
10.2,-3.51063,3.51063,320
10.3,-3.56038,3.56038,320
10.4,-3.59393,3.59393,320
10.5,-3.61643,3.61643,320
10.6,-3.64101,3.64101,320
10.7,-3.67016,3.67016,320
10.8,-3.69808,3.69808,320
10.9,-3.72913,3.72913,320
11.0,-3.76313,3.76313,320
11.1,-3.79477,3.79477,320
11.2,-3.83106,3.83106,320
11.3,-3.86466,3.86466,320
11.4,-3.90349,3.90349,320
11.5,-3.94219,3.94219,320
11.6,-3.98001,3.98001,320
11.7,-4.01829,4.01829,320
11.8,-4.05335,4.05335,320
11.9,-4.09356,4.09356,320
12.0,-4.13388,4.13388,320
12.1,-4.1746,4.1746,320
12.2,-4.21118,4.21118,320
12.3,-4.25384,4.25384,320
12.4,-4.28925,4.28925,320
12.5,-4.33109,4.33109,320
12.6,-4.36647,4.36647,320
12.7,-4.40683,4.40683,320
12.8,-4.44767,4.44767,320
12.9,-4.48602,4.48602,320
13.0,-4.52413,4.52413,320
13.1,-4.56222,4.56222,320
13.2,-4.60455,4.60455,320
13.3,-4.64305,4.64305,320
13.4,-4.68128,4.68128,320
13.5,-4.72082,4.72082,320
13.6,-4.75701,4.75701,320
13.7,-4.79961,4.79961,320
13.8,-4.83876,4.83876,320
13.9,-4.87906,4.87906,320
14.0,-4.91475,4.91475,320
14.1,-4.95765,4.95765,320
14.2,-4.99354,4.99354,320
14.3,-5.03596,5.03596,320
14.4,-5.07231,5.07231,320
14.5,-5.1079,5.1079,320
14.6,-5.14732,5.14732,320
14.7,-5.17724,5.17724,320
14.8,-5.21504,5.21504,320
14.9,-5.25398,5.25398,320
15.0,-5.28869,5.28869,320
15.1,-5.31824,5.31824,320
15.2,-5.35768,5.35768,320
15.3,-5.39281,5.39281,320
15.4,-5.42181,5.42181,320
15.5,-5.45113,5.45113,320
15.6,-5.48317,5.48317,320
15.7,-5.51935,5.51935,320
15.8,-5.54604,5.54604,320
15.9,-5.57577,5.57577,320
16.0,-5.60489,5.60489,320
16.1,-5.62988,5.62988,320
16.2,-5.65889,5.65889,320
16.3,-5.68146,5.68146,320
16.4,-5.71089,5.71089,320
