rpm,T
0,0
1556.7846607669617,0.2637889688249428
2124.6312684365785,0.8393285371702659
2541.297935103245,1.2949640287769804
2906.342182890856,1.8465227817745833
3352.5073746312687,2.589928057553958
3824.4837758112103,3.5971223021582754
4259.587020648967,4.628297362110314
4613.569321533923,5.539568345323743
5056.047197640119,6.858513189448442
5387.905604719765,7.889688249400481
5734.513274336283,9.06474820143885
