rpm,P
0,0
1559.8958333333335,1.17
2145.833333333333,2.5125628140703515
2662.3263888888887,6.030150753768844
3196.1805555555557,11.055276381909547
3799.4791666666665,18.844221105527637
4237.847222222223,26.38190954773869
4671.875,35.427135678391956
5019.097222222223,43.96984924623115
5405.381944444444,55.0251256281407
5691.840277777777,64.07035175879396
5982.638888888889,74.62311557788944
