rpm,P
274.70885093167703,0.0
395.5357142857143,15.442238267148015
484.91847826086956,39.4043321299639
544.0217391304348,74.54873646209387
584.7826086956522,117.68050541516246
602.833850931677,173.0595667870036
620.0116459627329,233.7635379061372
630.4930124223603,293.93501805054154
