rpm,T
275,0.0
395.0254022015241,4.677165354330708
485.20321761219304,8.468503937007874
544.2633361558002,11.834645669291339
584.2718035563082,14.492125984251969
602.688399661304,16.19291338582677
619.8348856900932,17.291338582677167
630.6308213378493,18
