angle_deg,cp_min,abs_cp_min,n_points
-15.0,-1.41845,1.41845,200
-14.75,-1.43307,1.43307,200
-14.5,-1.47783,1.47783,200
-14.25,-1.5199,1.5199,200
-14.0,-1.4431,1.4431,200
-13.75,-1.4284,1.4284,200
-13.5,-1.42969,1.42969,200
-13.25,-1.45234,1.45234,200
-13.0,-1.49776,1.49776,200
-12.75,-1.49623,1.49623,200
-12.5,-1.43143,1.43143,200
-12.25,-1.42766,1.42766,200
-12.0,-1.46451,1.46451,200
-11.75,-1.51102,1.51102,200
-11.5,-1.54893,1.54893,200
-11.25,-1.50808,1.50808,200
-11.0,-1.4736,1.4736,200
-10.75,-1.46996,1.46996,200
-10.5,-1.49027,1.49027,200
-10.25,-2.56599,2.56599,200
-10.0,-1.72841,1.72841,200
-9.75,-1.73629,1.73629,200
-9.5,-1.8917,1.8917,200
-9.0,-1.92453,1.92453,200
-8.75,-1.96166,1.96166,200
-8.5,-2.00404,2.00404,200
-8.25,-2.0475,2.0475,200
-8.0,-2.09603,2.09603,200
-7.75,-2.14877,2.14877,200
-7.5,-2.20567,2.20567,200
-7.25,-2.26899,2.26899,200
-7.0,-2.33731,2.33731,200
-6.75,-2.40477,2.40477,200
-6.5,-2.47054,2.47054,200
-6.25,-2.53704,2.53704,200
-6.0,-2.60102,2.60102,200
-5.75,-2.66716,2.66716,200
-5.5,-2.67962,2.67962,200
-5.25,-2.58557,2.58557,200
-5.0,-2.55035,2.55035,200
-4.75,-2.46283,2.46283,200
-4.5,-2.36585,2.36585,200
-4.25,-2.25491,2.25491,200
-4.0,-2.15678,2.15678,200
-3.75,-2.03134,2.03134,200
-3.5,-1.905,1.905,200
-3.25,-1.78876,1.78876,200
-3.0,-1.66883,1.66883,200
-2.75,-1.54404,1.54404,200
-2.5,-1.43643,1.43643,200
-2.25,-1.32496,1.32496,200
-2.0,-1.20794,1.20794,200
-1.75,-1.11183,1.11183,200
-1.5,-1.01603,1.01603,200
-1.25,-0.91507,0.91507,200
-1.0,-0.84311,0.84311,200
-0.75,-0.74563,0.74563,200
-0.5,-0.66122,0.66122,200
-0.25,-0.6328,0.6328,200
0.0,-0.67885,0.67885,200
0.25,-0.67203,0.67203,200
0.5,-0.69691,0.69691,200
0.75,-0.71755,0.71755,200
1.0,-0.73747,0.73747,200
1.25,-0.75988,0.75988,200
1.5,-0.78641,0.78641,200
1.75,-0.80634,0.80634,200
2.0,-0.82851,0.82851,200
2.25,-0.85854,0.85854,200
2.5,-0.87905,0.87905,200
2.75,-0.9021,0.9021,200
3.0,-0.9353,0.9353,200
3.5,-0.98198,0.98198,200
3.75,-1.01923,1.01923,200
4.0,-1.04331,1.04331,200
4.25,-1.0714,1.0714,200
4.5,-1.11597,1.11597,200
4.75,-1.14642,1.14642,200
5.0,-1.18595,1.18595,200
5.25,-1.25473,1.25473,200
