angle_deg,cp_min,abs_cp_min,n_points
-15.0,-1.49679,1.49679,200
-14.75,-1.54491,1.54491,200
-14.5,-1.52668,1.52668,200
-14.25,-1.47695,1.47695,200
-14.0,-1.45644,1.45644,200
-13.75,-1.46228,1.46228,200
-13.5,-1.50958,1.50958,200
-13.25,-1.56618,1.56618,200
-13.0,-1.52571,1.52571,200
-12.75,-1.48347,1.48347,200
-12.5,-1.46936,1.46936,200
-12.25,-1.46741,1.46741,200
-12.0,-1.48893,1.48893,200
-11.75,-1.54943,1.54943,200
-11.5,-1.60455,1.60455,200
-11.25,-1.55613,1.55613,200
-11.0,-1.52407,1.52407,200
-10.75,-1.53136,1.53136,200
-10.25,-1.81534,1.81534,200
-10.0,-1.82426,1.82426,200
-9.75,-1.84811,1.84811,200
-9.5,-1.87645,1.87645,200
-9.25,-1.9112,1.9112,200
-9.0,-1.95704,1.95704,200
-8.75,-2.01404,2.01404,200
-8.5,-2.08701,2.08701,200
-8.0,-2.42673,2.42673,200
-7.75,-2.48308,2.48308,200
-7.5,-2.56183,2.56183,200
-7.25,-2.66191,2.66191,200
-7.0,-2.78215,2.78215,200
-6.75,-2.78384,2.78384,200
-6.5,-2.75654,2.75654,200
-6.25,-2.78363,2.78363,200
-6.0,-2.80045,2.80045,200
-5.75,-2.85499,2.85499,200
-5.5,-2.77004,2.77004,200
-5.25,-2.66737,2.66737,200
-5.0,-2.59331,2.59331,200
-4.75,-2.45311,2.45311,200
-4.5,-2.34696,2.34696,200
-4.25,-2.22637,2.22637,200
-4.0,-2.09733,2.09733,200
-3.75,-1.96517,1.96517,200
-3.5,-1.84225,1.84225,200
-3.25,-1.72215,1.72215,200
-3.0,-1.58984,1.58984,200
-2.75,-1.47551,1.47551,200
-2.5,-1.21692,1.21692,200
-2.25,-1.12474,1.12474,200
-2.0,-1.029,1.029,200
-1.75,-0.92192,0.92192,200
-1.5,-0.84118,0.84118,200
-1.25,-0.7581,0.7581,200
-1.0,-0.67368,0.67368,200
-0.75,-0.60887,0.60887,200
-0.5,-0.54579,0.54579,200
-0.25,-0.56317,0.56317,200
0.0,-0.69021,0.69021,200
0.25,-0.71005,0.71005,200
0.5,-0.73119,0.73119,200
0.75,-0.75777,0.75777,200
1.0,-0.77816,0.77816,200
1.25,-0.80006,0.80006,200
1.5,-0.82445,0.82445,200
1.75,-0.8502,0.8502,200
2.0,-0.87272,0.87272,200
2.25,-0.89763,0.89763,200
2.5,-0.92684,0.92684,200
2.75,-0.95087,0.95087,200
3.0,-0.97737,0.97737,200
3.25,-1.00995,1.00995,200
3.5,-1.03644,1.03644,200
3.75,-1.06611,1.06611,200
4.0,-1.1037,1.1037,200
4.25,-1.13473,1.13473,200
4.5,-1.17238,1.17238,200
4.75,-1.22486,1.22486,200
5.0,-1.27652,1.27652,200
5.25,-1.34183,1.34183,200
5.5,-1.42669,1.42669,200
5.75,-1.49808,1.49808,200
6.0,-1.58338,1.58338,200
6.25,-1.68733,1.68733,200
6.5,-1.77627,1.77627,200
6.75,-1.87111,1.87111,200
7.0,-1.97918,1.97918,200
7.25,-2.09816,2.09816,200
7.5,-2.21517,2.21517,200
7.75,-2.32419,2.32419,200
8.0,-2.43987,2.43987,200
8.25,-2.56158,2.56158,200
8.5,-2.68434,2.68434,200
8.75,-2.79353,2.79353,200
9.0,-2.89049,2.89049,200
9.25,-2.98987,2.98987,200
9.5,-3.09286,3.09286,200
9.75,-3.16828,3.16828,200
10.0,-3.25902,3.25902,200
10.25,-3.34242,3.34242,200
10.5,-3.42416,3.42416,200
10.75,-3.49705,3.49705,200
11.0,-3.56407,3.56407,200
11.25,-3.62232,3.62232,200
11.5,-3.67655,3.67655,200
11.75,-3.72365,3.72365,200
12.0,-3.76803,3.76803,200
12.25,-3.81788,3.81788,200
12.5,-3.86655,3.86655,200
12.75,-3.9178,3.9178,200
13.0,-3.96886,3.96886,200
13.25,-4.02928,4.02928,200
13.5,-4.08734,4.08734,200
13.75,-4.14938,4.14938,200
14.0,-4.21408,4.21408,200
14.25,-4.28197,4.28197,200
14.5,-4.34821,4.34821,200
14.75,-4.42669,4.42669,200
15.0,-4.46856,4.46856,200
15.25,-4.55125,4.55125,200
15.5,-4.5982,4.5982,200
15.75,-4.59305,4.59305,200
16.0,-4.58815,4.58815,200
16.25,-4.63874,4.63874,200
16.5,-4.66743,4.66743,200
16.75,-4.53703,4.53703,200
17.0,-4.33765,4.33765,200
17.25,-3.99194,3.99194,200
17.5,-3.47047,3.47047,200
17.75,-3.13222,3.13222,200
