angle_deg,cp_min,abs_cp_min,n_points
-15.0,-0.84112,0.84112,200
-14.75,-0.83862,0.83862,200
-14.5,-0.83772,0.83772,200
-14.25,-0.83646,0.83646,200
-14.0,-0.83504,0.83504,200
-13.75,-0.83345,0.83345,200
-13.5,-0.83233,0.83233,200
-13.25,-0.82726,0.82726,200
-13.0,-0.81672,0.81672,200
-12.75,-0.81179,0.81179,200
-12.5,-0.80998,0.80998,200
-12.25,-0.80244,0.80244,200
-12.0,-0.80051,0.80051,200
-11.75,-0.79728,0.79728,200
-11.5,-0.79018,0.79018,200
-11.25,-0.78627,0.78627,200
-11.0,-0.7843,0.7843,200
-10.75,-1.33325,1.33325,200
-10.5,-1.38818,1.38818,200
-10.25,-1.42272,1.42272,200
-10.0,-1.44824,1.44824,200
-9.75,-1.48272,1.48272,200
-9.5,-1.48631,1.48631,200
-9.25,-1.52971,1.52971,200
-9.0,-1.52978,1.52978,200
-8.75,-1.5417,1.5417,200
-8.5,-1.56112,1.56112,200
-8.25,-1.58763,1.58763,200
-8.0,-1.6223,1.6223,200
-7.75,-1.63803,1.63803,200
-7.5,-1.65538,1.65538,200
-7.25,-1.6747,1.6747,200
-7.0,-1.69539,1.69539,200
-6.75,-1.71636,1.71636,200
-6.5,-1.73847,1.73847,200
-6.25,-1.75768,1.75768,200
-6.0,-1.75868,1.75868,200
-5.75,-1.76535,1.76535,200
-5.5,-1.77255,1.77255,200
-5.25,-1.78476,1.78476,200
-5.0,-1.7941,1.7941,200
-4.75,-1.77941,1.77941,200
-4.5,-1.78179,1.78179,200
-4.25,-1.76134,1.76134,200
-4.0,-1.75016,1.75016,200
-3.75,-1.72173,1.72173,200
-3.5,-1.6869,1.6869,200
-3.25,-1.64957,1.64957,200
-3.0,-1.60733,1.60733,200
-2.75,-1.5634,1.5634,200
-2.5,-1.51314,1.51314,200
-2.25,-1.46105,1.46105,200
-2.0,-1.4119,1.4119,200
-1.75,-1.36304,1.36304,200
-1.5,-1.31606,1.31606,200
-1.25,-1.27175,1.27175,200
